downtime_id;production_order_id;tube_line_id;shift;start_date;end_date;duration_min;machine;category;description
13332;20063082;5;Frühschicht;23.03.2024 06:46;23.03.2024 07:04;18;DM;Druck;Putzer und Spuren auf Cliché Silber, Fehlersuche, gereinigt. Alle 4x Gummitücher ersetzt, Druck angepast,  Neustart.
13333;20063082;5;Frühschicht;23.03.2024 07:13;23.03.2024 07:41;28;DM;Druck;DW6 Druck nicht i.O., Druckfachstelle an Linie. Walzen verreibung funktioniert nicht, Fehlersuche. Verreibung eingestellt/jusiert, Neustart.
13334;20063082;5;Frühschicht;23.03.2024 10:58;23.03.2024 11:06;8;DM;Inspektion Kamera;Stop, wiederholt Tuben ohne/unvollständige UV marke.
13335;20063082;5;Frühschicht;23.03.2024 11:11;23.03.2024 11:17;6;DM;Inspektion Kamera;Speicher DM kontrolliert, etwa 300 Tuben aus Speicher entnommen/entsorgt. SS Laminatführung kontrolliert, i.O..
13336;20063082;5;Frühschicht;23.03.2024 13:41;24.03.2024 18:40;1740;TL;Kein Auftrag;Line Abstellen.
13337;20063185;5;Spätschicht;24.03.2024 20:02;24.03.2024 20:08;6;HM;Siegeln;Rolle wechseln .
13338;20063185;5;Nachtschicht;24.03.2024 23:10;24.03.2024 23:19;8;DM;Druck;"Cliche+Gummitücher Reinigen.
SS: Start prob, Speicherleer"
13339;20063185;5;Nachtschicht;24.03.2024 23:59;25.03.2024 00:04;6;PM;Schachtel-Transport;"Schachtel-Transport prob. Schwenken Zylinder Endlage nicht erreicht. 3X neu Intitialisieren.
ER an Linie."
13340;20063185;5;Nachtschicht;25.03.2024 01:25;25.03.2024 01:45;20;DM;Tuben entladen;"Saugergummi def. ers.
SS: Start prob speicherleer."
13341;20063185;5;Nachtschicht;25.03.2024 03:31;25.03.2024 03:39;8;HM;Siegeln;Siegel station prob.
13342;20063185;5;Nachtschicht;25.03.2024 05:23;25.03.2024 05:29;6;HM;Siegeln;Laminat wechseln, Aufraumen.
13343;20063185;5;Nachtschicht;25.03.2024 05:42;25.03.2024 05:48;6;TL;Sonstiges => Kommentar machen;SS: Start prob.
13344;20063185;5;Frühschicht;25.03.2024 06:13;25.03.2024 06:22;9;NH;Formatteile / Werkzeuge;Oel weg putzen, Einrichter an Linie
13345;20063185;5;Frühschicht;25.03.2024 06:29;25.03.2024 06:35;6;SS;Formatteile;UV- Tastfleck korrigiert
13346;20063185;5;Frühschicht;25.03.2024 07:35;25.03.2024 07:52;16;SS;Formatteile;UV - Tastfleck reinigen
13347;20063185;5;Frühschicht;25.03.2024 08:04;25.03.2024 08:13;9;HM;Siegeln;Membrane Rolle wechseln
13348;20063186;5;Frühschicht;25.03.2024 08:54;25.03.2024 09:08;14;PM;Stapeleinheit / Dornplatte;Störung Einrichter an Linie
13349;20063186;5;Frühschicht;25.03.2024 09:23;25.03.2024 10:26;64;SS;Formatteile;Vacuum problem und I- Band wechseln
13350;20063184;5;Spätschicht;25.03.2024 14:38;25.03.2024 17:01;143;TL;Rüsten / Nachjustieren;1h 51min Ziel 6-3  --> Mechaniker am Farbwerk 6 wegen defekter Reiberwalze 
13351;20063184;5;Spätschicht;25.03.2024 17:56;25.03.2024 18:04;8;HM;Siegeln;Siegelstation -> Membrane wechseln 
13352;20063215;5;Spätschicht;25.03.2024 20:14;25.03.2024 23:14;180;TL;Rüsten / Nachjustieren;3h 32min Ziel 3-4 -L-O-G
13353;20063216;5;Nachtschicht;26.03.2024 01:22;26.03.2024 03:26;124;TL;Rüsten / Nachjustieren;1h 39min Ziel 4-3 - - - - - - - - - Speicher/Linie leeren, Rümpfe/Tuben Schweissnaht nicht i.O., lässt sich nicht sauber bedrucken. Etwa 1600 Rümpfe/Tuben ensorgt, Start neue Rümpfe/Tuben. Defekter Sauger ersetzt, Innenraum gereinigt.
13354;20063216;5;Nachtschicht;26.03.2024 05:24;26.03.2024 07:42;138;TL;Rüsten / Nachjustieren;1h 51min Ziel 2-4 - - - - - - - - - 
13355;20063536;5;Frühschicht;26.03.2024 12:00;26.03.2024 13:12;72;TL;Rüsten / Nachjustieren;Umrichten 1h 39min Ziel 4-3 - - - - -Korrigiert  3-3...
13356;20063536;5;Spätschicht;26.03.2024 14:21;26.03.2024 16:45;144;TL;Rüsten / Nachjustieren;3h 27min Ziel 3-6 -L- -G-V- - - - -PackCode
13357;20063535;5;Spätschicht;26.03.2024 18:45;26.03.2024 18:59;14;DM;Lack;lackablagerung -> Dorne reinigen 
13358;20063535;5;Spätschicht;26.03.2024 20:31;27.03.2024 00:50;260;TL;Rüsten / Nachjustieren;2h 45min Ziel 6-6 - Lackwerk stark überlaufen -> Reinigung 
13359;20063537;5;Nachtschicht;27.03.2024 03:53;27.03.2024 07:55;242;TL;Rüsten / Nachjustieren;2h 45min Ziel 6-6 - - - -V-M- - -Hopper-PackCode
13360;20029931;5;Frühschicht;27.03.2024 08:20;27.03.2024 08:25;6;HM;Aufschrauben / Aufprellen;Erstprüfung nach Auftragstart durch EInrichter Drehmoment kann nicht eingehalten werden. QS & Support an Linie.
13361;20063391;5;Frühschicht;27.03.2024 10:02;27.03.2024 10:08;6;HM;Hopper / Verschlusszufuhr;SChiene wurde nur mit Klebeband fixiert. wehrend Umrichten repariert durch E. Fritz.
13362;20063391;5;Frühschicht;27.03.2024 10:16;27.03.2024 15:51;335;TL;Rüsten / Nachjustieren;Auftrag nach grosser Rüsten
13363;20063391;5;Spätschicht;27.03.2024 16:11;27.03.2024 16:41;30;DM;Druck;"Druck neu einstellen; Schweissnaht war nicht vollständig bedruckt -> DFS an Linie "
13364;20063391;5;Spätschicht;27.03.2024 16:48;27.03.2024 16:53;6;DM;Inspektion Kamera;Referenzfoto nicht akzeptiert -> DFS an Linie 
13365;20063391;5;Spätschicht;27.03.2024 17:42;27.03.2024 17:50;8;DM;Druck;Passerprobleme - 4 Neue Gummitücher auflegen 
13366;20063391;5;Spätschicht;27.03.2024 17:51;27.03.2024 18:06;15;DM;Druck;Druck neu einstellen - Druck ist zu weit Oben gewesen
13367;20063391;5;Spätschicht;27.03.2024 18:07;27.03.2024 18:26;20;DM;Druck;Passerprobleme
13368;20063391;5;Nachtschicht;27.03.2024 22:03;27.03.2024 22:20;17;DM;Druck;Abklären wegen ausrichtung der Schweissnaht, warten auf OK Schichtleiter .
13369;20063391;5;Nachtschicht;27.03.2024 22:25;27.03.2024 22:31;6;DM;Druck;Probleme mit Schweissnahtausrichtung. Sensor kontrolliert (distanz), wiederholt stop wegen Positioniernung grösser als Toleranz.
13370;20063391;5;Nachtschicht;27.03.2024 22:57;27.03.2024 23:14;17;DM;Druck;Probleme mit Schweissnahtausrichtung. Sensor kontrolliert (distanz), wiederholt stop wegen Positioniernung grösser als Toleranz.
13371;20063391;5;Nachtschicht;27.03.2024 23:20;27.03.2024 23:27;6;NH;Tuben entladen;Entladestörungen.
13372;20063391;5;Nachtschicht;28.03.2024 02:28;28.03.2024 02:33;6;DM;Druck;Probleme mit Schweissnahtausrichtung. Sensor kontrolliert (distanz), wiederholt stop wegen Positioniernung grösser als Toleranz.
13373;20063391;5;Nachtschicht;28.03.2024 02:46;28.03.2024 02:54;8;DM;Lack;Störung Schutzabdeckung Lackierwerk, stop. Fehlersuche, Abdeckung  visuel i.O..
13374;20063391;5;Nachtschicht;28.03.2024 03:01;28.03.2024 03:07;6;DM;Lack;Störung Schutzabdeckung Lackierwerk, stop. Abdeckung demontiert, verschluss kontrolliert. Neustart.
13375;20063391;5;Nachtschicht;28.03.2024 03:09;28.03.2024 03:15;6;NH;Tuben laden;Ladestörungen Station 1. Rümpfe rutschen herunter.
13376;20063391;5;Nachtschicht;28.03.2024 03:57;28.03.2024 04:40;42;SS;Schweissnaht/-Band;Bandbruch Innenbande, stop. Innenband ersetzt, Neustart.
13377;20063391;5;Nachtschicht;28.03.2024 04:42;28.03.2024 04:49;7;DM;Lack;Störung Lackwerk Abdeckung, Maschine startet nicht. Fehlersuche, Verschluss Deckel henkt nicht sauber ein.
13378;20063391;5;Nachtschicht;28.03.2024 04:50;28.03.2024 05:01;10;DM;Druck;1 Gummituch Defekt, 4x Gummitücher ersetzt, Druck angepast.
13379;20063391;5;Frühschicht;28.03.2024 06:17;28.03.2024 06:39;22;SS;Schweissnaht/-Band;I- Band ersetzen
13380;20063391;5;Frühschicht;28.03.2024 07:21;28.03.2024 07:28;7;DM;Lack;Lack abdeckung Sensor problem
13381;20063391;5;Frühschicht;28.03.2024 07:33;28.03.2024 09:59;146;TL;Geplante Wartung;3- Wochen Service und Elektriker an Linie Lackwerk Sensor ersetzt
13382;20063391;5;Frühschicht;28.03.2024 10:00;28.03.2024 11:06;66;TL;Rüsten / Nachjustieren;Tube neu ausrichten, da falsch hinter legt war, SS - Starten und problem mit der Länge
13383;20063391;5;Frühschicht;28.03.2024 11:59;28.03.2024 12:08;10;SS;Schweissnaht/-Band;Schweissnaht korrigieren
13384;20063391;5;Frühschicht;28.03.2024 13:13;28.03.2024 13:27;14;NH;Spritzen;Dossier Volume nicht i.o
13385;20063391;5;Spätschicht;28.03.2024 15:45;28.03.2024 15:58;13;NH;Spritzen;Rumpfpresänz neu einstellen
13386;20063391;5;Spätschicht;28.03.2024 19:41;28.03.2024 19:55;14;NH;Technischer Defekt/Reparatur;Ventilüberwachung defekt - Einrichter an Linie 
13387;20063391;5;Spätschicht;28.03.2024 20:58;02.04.2024 09:08;6430;TL;Kein Auftrag;Linie abstellen für langes Wochenende
13388;20063391;5;Frühschicht;02.04.2024 11:28;02.04.2024 11:34;6;PM;Schachtel-Transport;Karton verklemmt
13389;20063391;5;Spätschicht;02.04.2024 16:05;02.04.2024 16:24;20;NH;Spritzen;Störung Sensor Ventilüberwachung, Einrichter an Linie.
13390;20063391;5;Spätschicht;02.04.2024 18:32;02.04.2024 20:02;90;SS;Schweissnaht/-Band;Schweissnaht nicht sauber/schön, stop. Innen- und Aussenband gewechselt, abgenutzt. Einrichter an Linie, diverse Einstellungen. Neustart.
13391;20063391;5;Frühschicht;03.04.2024 09:08;03.04.2024 09:36;28;SS;Schweissnaht/-Band;"Innen und - Aussenband gewechselt; Dorn reinigen + neues Teflonband "
13392;20063391;5;Frühschicht;03.04.2024 10:18;03.04.2024 10:26;8;DM;Druck;Druck auf Schweissnaht -> Diverse Einstellungen 
13393;20063391;5;Frühschicht;03.04.2024 11:55;03.04.2024 12:03;8;DM;Druck;Gummis abgenutzt -> gewechselt
13394;20063470;5;Frühschicht;03.04.2024 12:21;03.04.2024 12:27;6;SS;Durchmesser-Korrektur;Rümpfe zu Eng -> Entsorgen 
13395;20063470;5;Frühschicht;03.04.2024 12:35;03.04.2024 12:47;12;SS;Durchmesser-Korrektur;Siehe vorherige Fehlermeldung 
13396;20063470;5;Spätschicht;03.04.2024 14:07;03.04.2024 14:16;9;NH;Spritzen;Stillstand ohne Warnsignal. Arburg Kopf unten, Massenvolumen zu wenig. Arburg angehoben, Massenvolumen angepasst. Bei start zuviel gespritzt.
13397;20063470;5;Spätschicht;03.04.2024 15:08;03.04.2024 15:26;18;SS;Schweissnaht/-Band;Schweissnaht nicht sauber/schön bedruckbar, stop. Linie geleert (etwa 1400 Rümpfe), korrigiert. Neustart.
13398;20063470;5;Spätschicht;03.04.2024 15:48;03.04.2024 16:09;21;NH;Formatteile / Werkzeuge;Block Nr. 8. Wasserschlauch defekt, stop. Schlauch ersetzt, Neustart.
13399;20063470;5;Spätschicht;03.04.2024 16:46;03.04.2024 16:57;11;NH;Tuben laden;Wiederholt Ladestörungen Station 1, Rümpfe hängen zu tief bei Einfädler.
13400;20063470;5;Spätschicht;03.04.2024 18:11;03.04.2024 19:46;96;TL;Rüsten / Nachjustieren;1h 07min Ziel 0-5 - - - - - - - - - (Dorne verschmutzt, gerenigt)
13401;20063470;5;Spätschicht;03.04.2024 19:51;03.04.2024 19:58;7;SS;Laminatqualität;Speicher leer, SS Starten.
13402;20063470;5;Nachtschicht;04.04.2024 02:12;04.04.2024 02:18;6;SS;Laminatqualität;Kratzer auf der Tube. SS abstellen, Dyusenspalt reinigen.
13403;20063470;5;Nachtschicht;04.04.2024 03:11;04.04.2024 03:26;14;NH;Formatteile / Werkzeuge;Station 3 Stösselüberwachung 
13404;20063680;5;Nachtschicht;04.04.2024 04:44;04.04.2024 04:55;12;NH;Spritzen;Dosiervolumen nicht erreicht, Gewinde zugesprizt.
13405;20063680;5;Frühschicht;04.04.2024 06:13;04.04.2024 07:03;50;SS;Schweissnaht/-Band;"Bei Schichtübergabe Bänder defekt -> Loch in Schweissnaht -  mind. 4000 Tuben aus Speicher entsorgen; Bänder wechseln "
13406;20063680;5;Frühschicht;04.04.2024 10:25;04.04.2024 12:14;108;TL;Rüsten / Nachjustieren;55min Ziel 1-4 
13407;20063680;5;Frühschicht;04.04.2024 12:21;04.04.2024 12:48;27;NH;Tuben laden;Tubendurchmesser zu gross - Rümpfe rutschen vom Dorn 
13408;20063680;5;Frühschicht;04.04.2024 13:19;04.04.2024 13:49;30;DM;Technischer Defekt/Reparatur;Abrieb auf Walze -> Druckerspringer an Linie 
13409;20063680;5;Frühschicht;04.04.2024 13:51;04.04.2024 13:59;8;DM;Technischer Defekt/Reparatur;siehe vorherige Fehlermeldung 
13410;20063680;5;Spätschicht;04.04.2024 14:06;04.04.2024 14:15;9;SS;Schweissnaht/-Band;UV Ausrichtmarke verschoben, Speicher NH geleert. Tubenausrichtung bei DM auf Schweissnaht Sensor umgestellt. Neue Tuben, UV Marke wieder i.O., bei DM Sensor wieder auf UV Marke eingestellt.
13411;20063680;5;Spätschicht;04.04.2024 15:07;04.04.2024 15:14;8;SS;Durchmesser-Korrektur;Durchmesser schwankungen, korrigert.
13412;20063680;5;Spätschicht;04.04.2024 20:35;04.04.2024 20:44;9;NH;Tuben laden;Wiederholt Ladeprobleme, Rümpfe zu gross.
13413;20063680;5;Spätschicht;04.04.2024 21:40;04.04.2024 21:48;8;NH;Tuben laden;Wiederholt Störungen Ladestörungen bei Schwenkmagazin und Einfädler. Block 7 Nr.49 rostige Werkzeuge, ausgebaut und gereinigt.
13414;20063680;5;Nachtschicht;04.04.2024 22:41;04.04.2024 22:55;14;SS;Schweissnaht/-Band;Innenband gewechselt.
13415;20063680;5;Nachtschicht;05.04.2024 03:31;05.04.2024 03:39;8;PM;Boden-Bilder;Fehler beim Boden bilden. PM und Boden-Bildner leeren und auf Grundstellung fahren.
13416;20063726;5;Frühschicht;05.04.2024 07:03;05.04.2024 07:16;13;SS;Schweissnaht/-Band;Innenband gewechselt + Dorn gereinigt und neu überklebt 
13417;20063726;5;Frühschicht;05.04.2024 07:17;05.04.2024 07:28;11;SS;Schweissnaht/-Band;Siehe vorherige Fehlermeldung 
13418;20063726;5;Frühschicht;05.04.2024 08:44;05.04.2024 08:56;12;NH;Spritzen;Massenvolumen zu niedrig -> warten auf Programmierer 
13419;20063726;5;Frühschicht;05.04.2024 10:59;05.04.2024 13:59;180;TL;Rüsten / Nachjustieren;2h 15min Ziel 4-5 - Mechaniker an FW 6
13420;20063726;5;Spätschicht;05.04.2024 14:01;05.04.2024 14:07;6;SS;Kratzer (innen/aussen);Kratzer auf Oberfäche von Frühschicht, stop. Speicher NH geleert etwa 1100 Rümpfe.
13421;20063726;5;Spätschicht;05.04.2024 14:12;05.04.2024 14:30;18;SS;Kratzer (innen/aussen);Kratzer korrigert, Neustart.
13422;20063726;5;Spätschicht;05.04.2024 18:08;05.04.2024 18:14;6;NH;Spritzen;Arburg bleibt unten ohne Signal, reset. Block 7 zuviel Material gespritzt, Tuben entnommen.
13423;20063726;5;Spätschicht;05.04.2024 18:20;05.04.2024 19:20;60;SS;Schweissnaht/-Band;Speicher voll. SS Neustart, Maschinist noch in Pause. Bandbruch Innenband bei start, Einrichter verständigt. Maschinist zurück, Band wechsel, Innen- und Aussenband, sowie Dorn neu beklebt. Neustart.
13424;20063725;5;Spätschicht;05.04.2024 21:12;05.04.2024 21:17;6;NH;Formatteile / Werkzeuge;Station 3. stop. Rumpf verklemmt, entnommen.
13425;20063725;5;Spätschicht;05.04.2024 21:38;05.04.2024 21:45;8;SS;Kratzer (innen/aussen);Kratzer auf Rümpfen entdeckt, stop. Fehlersuche.
13426;20063725;5;Spätschicht;05.04.2024 21:53;05.04.2024 22:34;41;SS;Kratzer (innen/aussen);Kalibier Ringe Polieren.
13427;20063725;5;Nachtschicht;05.04.2024 23:30;06.04.2024 00:27;56;SS;Schweissnaht/-Band;innenband wechsel
13428;20063725;5;Nachtschicht;06.04.2024 03:05;06.04.2024 05:25;140;TL;Rüsten / Nachjustieren;2h 39min Ziel 5-6 - - - - - - - - - 
13429;20063724;5;Nachtschicht;06.04.2024 05:27;06.04.2024 05:41;14;DM;Inspektion Kamera;Probleme mit dem Opticontrole. Druckfachstelle an TL
13430;20063724;5;Frühschicht;06.04.2024 07:34;06.04.2024 07:46;12;DM;Druck;Druck neu einstellen 
13431;20063724;5;Frühschicht;06.04.2024 08:56;06.04.2024 09:05;8;NH;Formatteile / Werkzeuge;Werkzeug Block 3 Verostet -> Reinigen 
13432;20063724;5;Frühschicht;06.04.2024 11:20;08.04.2024 07:45;2665;TL;Kein Auftrag;2h 45min Ziel 6-6  --> Linie wird als Ersatzlinie abgestellt Linie Starten, alle Dorne gereinigt, lackiert.
13433;20063804;5;Frühschicht;08.04.2024 08:20;08.04.2024 08:27;7;DM;Druck;Putzer auf Cliché D. Blau. Gereinigt Speicher HM (etwa 300 Tuben) geleert.
13434;20063804;5;Frühschicht;08.04.2024 09:15;08.04.2024 09:20;6;NH;Tuben laden;Störung Einfädler Tube hängt zu tief, entnommen. Start, Machine reagiert nicht nach Drehung, Rümofe entnommen.
13435;20063804;5;Frühschicht;08.04.2024 10:19;08.04.2024 10:27;8;SS;Schweissnaht/-Band;Störung bei Rollen wechsel, Neustart.
13436;20063804;5;Frühschicht;08.04.2024 10:46;08.04.2024 13:00;134;TL;Rüsten / Nachjustieren;2h 45min Ziel 3-6 - - - - - - - - -
13437;20063804;5;Frühschicht;08.04.2024 13:01;08.04.2024 13:13;12;SS;Schweissnaht/-Band;Bandbruch Aussenband.
13438;20063804;5;Frühschicht;08.04.2024 13:16;08.04.2024 13:28;12;SS;Schweissnaht/-Band;Innen- und Aussenband defekt. Ersetzt, Neustart.
13439;20063723;5;Spätschicht;08.04.2024 14:05;08.04.2024 14:15;10;NH;Tuben laden;Ladestörung beim Schwenkmagazin  
13440;20063723;5;Spätschicht;08.04.2024 14:25;08.04.2024 14:36;10;NH;Tuben laden;Ladestörung beim Schwenkmagazin 
13441;20063723;5;Spätschicht;08.04.2024 15:45;08.04.2024 15:54;9;NH;Tuben laden;Stösselüberwachung Station 3 , Rumpf eingeklemmt 
13442;20063723;5;Spätschicht;08.04.2024 19:03;08.04.2024 21:16;133;TL;Rüsten / Nachjustieren;Umrichten 2h 27min Ziel 6-5 - - - - - - - - - / Richtiger Code : 1-5 - - - - - 
13443;20063728;5;Nachtschicht;08.04.2024 22:11;08.04.2024 22:20;8;NH;Tuben laden;Ladestörung beim Schwenkmagazin
13444;20063728;5;Nachtschicht;09.04.2024 00:18;09.04.2024 00:25;6;NH;Formatteile / Werkzeuge;Station 3 Stösselüberwachung -> Werkzeuge schmieren 
13445;20063728;5;Nachtschicht;09.04.2024 01:35;09.04.2024 02:05;30;SS;Schweissnaht/-Band;Laminatabriss -> Innenband wechseln + Dorn reinigen und neu überkleben 
13446;20063728;5;Nachtschicht;09.04.2024 03:10;09.04.2024 04:10;60;TL;Rüsten / Nachjustieren;1h 17min Ziel 0-5 - - - - -M-
13447;20063802;5;Frühschicht;09.04.2024 11:02;09.04.2024 11:15;13;NH;Tuben laden;Wiederholt Ladestörungen Station 1.
13448;20063802;5;Frühschicht;09.04.2024 12:22;09.04.2024 13:24;62;TL;Rüsten / Nachjustieren;56min Ziel 0-5 - - - - - - - - -
13449;20064172;5;Spätschicht;09.04.2024 15:55;09.04.2024 17:38;103;TL;Rüsten / Nachjustieren;1h 17min Ziel 0-5 - - - - -M- - - -
13450;20064172;5;Spätschicht;09.04.2024 18:57;09.04.2024 19:03;6;NH;Tuben laden;Siehe vorherigen Eintrag.
13451;20064172;5;Spätschicht;09.04.2024 19:22;09.04.2024 19:28;6;NH;Tuben laden;Störung bei Station. 3 TL informiert. Einrichter anwesend.
13452;20064172;5;Spätschicht;09.04.2024 19:43;09.04.2024 19:51;8;NH;Tuben laden;Siehe vorherigen Eintrag.
13453;20064172;5;Spätschicht;09.04.2024 20:37;09.04.2024 21:21;44;TL;Rüsten / Nachjustieren;0-5 - - - - - - - - - 
13454;20064172;5;Spätschicht;09.04.2024 21:28;09.04.2024 21:34;6;NH;Tuben laden;Siehe vorherigen Eintrag.
13455;20064172;5;Spätschicht;09.04.2024 21:50;09.04.2024 21:57;7;NH;Tuben laden;Siehe vorherigen Eintrag.
13456;20064172;5;Spätschicht;09.04.2024 21:59;09.04.2024 22:26;26;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13457;20064172;5;Nachtschicht;09.04.2024 22:28;09.04.2024 22:36;8;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13458;20064172;5;Nachtschicht;09.04.2024 23:03;09.04.2024 23:13;10;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13459;20063722;5;Nachtschicht;10.04.2024 00:51;10.04.2024 02:53;122;SS;Schweissnaht/-Band;Innen und - Aussenband gewechselt + Dorn reinigen und neu überkleben --> Vakuumtank funktioniert nicht,  Einrichter an Linie 
13460;20063722;5;Nachtschicht;10.04.2024 03:06;10.04.2024 03:21;16;NH;Tuben laden;Störung Station 3 
13461;20063722;5;Nachtschicht;10.04.2024 05:22;10.04.2024 05:29;7;HM;Tuben laden;Ladeprisma B hat sich gelöst -> Einrichter an Linie 
13462;20063803;5;Frühschicht;10.04.2024 06:13;10.04.2024 08:27;134;TL;Rüsten / Nachjustieren;1h 32min Ziel 0-5 -L- - - - - - - -PackCode
13463;20063803;5;Frühschicht;10.04.2024 08:28;10.04.2024 08:41;13;SS;Schweissnaht/-Band;Innenband defekt, ersetzt. Neustart.
13464;20063803;5;Frühschicht;10.04.2024 12:10;10.04.2024 13:41;91;TL;Rüsten / Nachjustieren;56min Ziel 0-5 - - - - - - - - - Probleme mit Passer D. Blau (Lochung verzogen), läst sich nicht sauber stellen. DF verstänfigt, E. Wyder an Linie, Ersatzt Cliché verwendet. Passer i.O.
13465;20063803;5;Frühschicht;10.04.2024 13:57;10.04.2024 14:09;12;DM;Druck;Orange farbschwankungen.
13466;20063803;5;Spätschicht;10.04.2024 14:10;10.04.2024 14:51;42;DM;Druck;Siehe vorherigen Eintrag.
13467;20063803;5;Spätschicht;10.04.2024 15:23;10.04.2024 15:29;6;SS;Formatteile;Druckmarke bei SS verschoben. Neu eingestellt.
13468;20063803;5;Spätschicht;10.04.2024 15:41;10.04.2024 15:50;9;DM;Druck;Druck vorne bei der Tube unvollständig. DFS an der Linie.
13469;20063803;5;Spätschicht;10.04.2024 15:51;10.04.2024 16:18;27;DM;Druck;"Siehe vorherigen Eintrag.
"
13470;20063803;5;Spätschicht;10.04.2024 16:24;10.04.2024 16:29;6;NH;Tuben laden;Störung St. 3 
13471;20063803;5;Spätschicht;10.04.2024 16:51;10.04.2024 17:12;20;NH;Technischer Defekt/Reparatur;Rumpfsensorabtaster Def. Diverse wurden ers. Einrichter an der Linie.
13472;20063803;5;Spätschicht;10.04.2024 17:20;10.04.2024 20:37;197;SS;Schweissnaht/-Band;Innenband war beschädigt. Innen + Aussenband ers + Dorn gereinigt. SS Startprobleme. Vakuumstörung beim Ummantelungskopf. TL anwesend.
13473;20063803;5;Spätschicht;10.04.2024 20:54;10.04.2024 21:00;6;NH;Tuben laden;Schwenkmagazin nicht in Position.
13474;20063803;5;Spätschicht;10.04.2024 21:19;10.04.2024 21:27;8;DM;Druck;Druckmarke verschoben bei SS.
13475;20063803;5;Nachtschicht;10.04.2024 22:10;10.04.2024 22:26;16;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13476;20063803;5;Nachtschicht;10.04.2024 22:40;10.04.2024 22:51;11;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13477;20063803;5;Nachtschicht;10.04.2024 23:02;10.04.2024 23:23;22;SS;Rumpfschneiden;Bedienersystem ausgefallen -> Elektirscher neustart 
13478;20063803;5;Nachtschicht;10.04.2024 23:25;10.04.2024 23:34;8;SS;Rumpfschneiden;Siehe vorherige Fehlermeldung 
13479;20063803;5;Nachtschicht;10.04.2024 23:36;10.04.2024 23:43;6;SS;Rumpfschneiden;Siehe vorherige Fehlermeldung 
13480;20063803;5;Nachtschicht;11.04.2024 00:04;11.04.2024 00:19;14;NH;Tuben laden;Störung station 3 + 4 Stösselüberwachung
13481;20063858;5;Nachtschicht;11.04.2024 02:42;11.04.2024 02:48;6;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13482;20063858;5;Nachtschicht;11.04.2024 03:17;11.04.2024 03:30;13;NH;Tuben laden;Siehe vorherige Fehlermeldung 
13483;20063858;5;Nachtschicht;11.04.2024 03:44;11.04.2024 03:52;8;SS;Schweissnaht/-Band;Innenband gewechselt + Dorn reinigen und neu überkleben 
13484;20063858;5;Nachtschicht;11.04.2024 03:52;11.04.2024 04:26;34;SS;Schweissnaht/-Band;siehe vorherige Fehlermeldung 
13485;20063721;5;Nachtschicht;11.04.2024 05:00;11.04.2024 05:24;24;SS;Laminatqualität;Laminatabriss 
13486;20063721;5;Frühschicht;11.04.2024 06:29;11.04.2024 09:01;152;TL;Rüsten / Nachjustieren;1h 32min Ziel 0-5 -L- - - - - - - - (Alle Drone gereinigt, verschmutzt. Wechsel alte Lack Walze schwer zu lösen, Neu Walze noch mals ausgebaut und umgekehrt. Kann nicht in weit genug zurückfahren.)
13487;20063721;5;Frühschicht;11.04.2024 10:44;11.04.2024 16:44;360;TL;Rüsten / Nachjustieren;4h 32min Ziel 5-0 X-L-O-G-V-M- - -Hopper-PackCode
13488;20063721;5;Spätschicht;11.04.2024 16:46;11.04.2024 16:54;8;TL;Rüsten / Nachjustieren;HM + PM Einrichten.
13489;20063721;5;Spätschicht;11.04.2024 17:36;11.04.2024 17:47;12;TL;Rüsten / Nachjustieren;Siehe vorherigen Eintrag.
13490;20063721;5;Nachtschicht;11.04.2024 23:33;11.04.2024 23:39;6;HM;Tuben entladen / Transport;V-Band Störung - Doppeltubenüberwachung -> Einrichter an Linie 
13491;20063721;5;Nachtschicht;11.04.2024 23:50;11.04.2024 23:57;8;HM;Tuben entladen / Transport;Siehe vorherige Fehlermeldung 
13492;20064486;5;Nachtschicht;12.04.2024 04:34;12.04.2024 04:51;16;NH;Tuben laden;Keine Fehlermeldung  -> Elektrischer Neustart 
13493;20064486;5;Nachtschicht;12.04.2024 05:02;12.04.2024 05:07;6;NH;Tuben laden;Siehe vorherigen Eintrag.
13494;20064486;5;Nachtschicht;12.04.2024 05:09;12.04.2024 05:17;8;NH;Tuben laden;Störung Station 3 - Stösselüberwachung
13495;20064486;5;Frühschicht;12.04.2024 06:02;12.04.2024 06:23;21;NH;Tuben laden;Stop ohne Signal, keine Fehlermeldung. Maschine Neustart
13496;20063130;5;Frühschicht;12.04.2024 08:36;12.04.2024 15:02;386;TL;Rüsten / Nachjustieren;3h 52min Ziel 0-0 X-L-O-G-V-M- -W-Hopper-PackCode
13497;20064177;5;Spätschicht;12.04.2024 15:04;12.04.2024 15:11;7;TL;Rüsten / Nachjustieren;Siehe vorherigen Eintrag.
13498;20064177;5;Spätschicht;12.04.2024 15:27;12.04.2024 15:36;8;TL;Rüsten / Nachjustieren;Siehe vorherigen Eintrag.
